controle_review_longo,data,nota,Notas
"Gostei mas não tem globoplay e foi muito difícil configurar o oneclick do Amazon pra poder instalar apps básicos. No mais, estava ótimo, qualidade ótima de som e imagem, navegabilidade rápida... Mas hoje, 7 dias depois de uso, a minha televisão que sempre funcionou perfeitamente queimou, quando liga faz barulho e da uma tela azul escura e não responde mais a nenhum botão do controle. Queria saber se aconteceu com mais alguém e se pode ter relação com o uso do firestick...",2021-05-17,2,Negativo
"Fiz várias pesquisas a respeito do Fire Stick antes de adquirir, certo de que seria um produto atualizado com os principais streamigs existentes. Mas é mentira. Não tem suporte ao HBO MAX. Isso mesmo. Para ter acesso ao HBO MAX precisa de fazer uma gambiarra tecnológica que vai expirar e vc vai ter que fazer novamente. E eu comprei o Fire Stick só pra isso, porque minha smart TV é antiga e não suporta DISNEY+ e HBO MAX. Mas o Fire Stick não tem aplicativo para o HBO MAX. Decepcionante.",2021-11-22,1,Negativo
"Comprei o Fire TV Stick para colocar numa antiga TV de Plasma de 50"" que já tem quase 10 anos mas a imagem ainda é muito boa. A instalação demorou um pouco mais do que eu esperava. Já tive que atualizar, baixar um monte de aplicativos e logar em todos eles. Mas depois de tudo configurado, funcionou muito bem. Meus filhos, um de 5 e um de 3 anos, estão usando tanto só com o controle como também os comandos de voz da Alexa. Usam para abrir vídeos no Youtube, Netflix, ouvir música, e pra ver a temperatura, umas mil vezes por dia. E ela entende bem o que eles falam, por incrível que pareça. Eles já gostavam de falar com a Alexa pela nossa Echo Dot, agora gostam ainda mais pela TV, com o controle Pisca Pisca, como eles apelidaram. Então, já viram que a interface é fácil o bastante para uma criança de 3 anos usar. Só a instalação e configuração é que é mais chata, mas é necessário.
Ah, e a integração com a Echo Dot está funcionando bem. Eu posso dar comandos na Echo Dot que ela executa na TV, por exemplo.
Meu único porém é que, de vez em quando, os comandos de volume da TV não funcionam, e por isso sou obrigado a pegar o outro controle remoto. Fora isso, está funcionando muito bem!",2021-12-08,4,Positivo
"Eu estou gostando muito do meu novo Fire Tv Stick, fácil instalação nem precisei usar na tomada, liguei ele direto na entrada HDM1 da Tv e conectei no USB da própria Tv LG, na hora de fazer a instalação ele pede para tirar dessa conexão direta que fiz e colocar na tomada que vem junto, mas eu insisti e instalei do jeito que eu fiz mesmo sem tomada alguma, não esquentou, funciona perfeitamente bem não cai a conexão devido está ligado direto no USB da Tv LG, p mim nota 1000,eu iria comprar outra Tv mas p que se o Fire Tv é simplesmente esplêndido, comprei mesmo pois minha Tv LG não tem o App Star+ pois ser mais Antiga não consegui baixar o aplicativo mas agora com o Fire Tv está funcionando perfeitamente o Aplicativo e tantas outras ,agora posso assistir How I Met Your Mother, This is Us e tantas outras pois já que essa primeira série que citei saíra do Amazon Prime.
Parabéns Amazon por pelo menos essa Entrega ser pontualmente entregue, pois está deixando a desejar com essas Transportadoras que não tem um pingo de consideração com o Cliente",2021-09-13,5,Positivo
"Estou bastante satisfeito. Entregaram em 48h conforme prometido, chegou na sexta e garantiu meu final de semana rs. A instalação é super fácil, a integração com a Alexa é ótima e estou bem satisfeito com os aplicativos e conteúdo. Transforma qualquer TV em Smart, a minha era uma Smart não muito boa e bem antiga e agora virou um espetáculo! Pretendo comprar outro em breve pra colocar em outra TV aqui.",2021-06-14,5,Positivo
"Incrível como é tudo pequeno, achei que fosse maior o controle mas é mini, um amor kkk a instalação em si demorou um pouquinho e dizia desconectar da internet, mas deu tudo e creio que faz parte. tomamos um susto com a imagem e áudio não estarem as melhores mas isso foi pq a minha própria tv mudou quando conectou o fire stick, arrumei depois e ambas melhoraram. só acho que a voz da Alexa às vezes fica muito baixa ao responder. uma pena também não ter GloboPlay e HBOMAX, espero que mudem isso em breve pra não ter que baixar em APK. boa também a opção de ter app do fire tv, assim seu celular também vira controle remoto. pena que não dá pra controlar a tv com comando de voz do app Alexa, pelo menos comigo não deu.
ainda não tive 24h de uso na verdade, mas já quis deixar registrada minha aquisição aqui kk muito bom, recomendo!",2021-11-23,5,Positivo
"Depois de quase 3 meses acionei a amazon que o fire tv , tem osclacoes, as vezes para totalmente de funcionar, mas ate agora nao obtive ajuda, fui informada que ja havia passado alguns dias o qual poderia devolver gratuito, mas nao quero devolver, quero que funcione, por favor me ajudem, iquei esperando o contato, pois assim fui informada, para esperar contato.
grata",2021-11-15,1,Negativo
"Antes eu usava um Chromecast modelo mais antigo. Era mais rápido, mesmo tendo que espelhar os aplicativos. O FireTV é demorado e muito burocrático porque o sistema não é inteligente. Configurar um perfil do FireTV não serve para nada, o sistema não memoriza os perfis dos streamings. Então você liga, escolhe o perfil FireTV, depois abre o streaming, escolhe o perfil desse, dai que você acessa. É tudo muito enrolado. Abrir para assistir algo rápido não existe. Alguns streamings dão problemas ocasionais, em que não abre de jeito nenhum, muito comum acontecer com o Telecine. Um belo dia volta a funcionar, assim vai. Não tem HBOMax e ficar instalando os que dão acesso fica dando erro. Não acho que são super diferenciais, falha no básico o FireTV.",2021-12-17,3,Positivo
"O produto tem entrada HDMI com uma fonte externa UBS que conecta a ele, ótima instalação, você liga e configura muito rápido.
Tenho uma Tv Sony antiga de LED porém não é smart, funcionou muito bem.
•Sincronização - O aparelho sincroniza as funções com sua TV, assim vc pode aumentar o volume ou desligar a tv pelo controle do FireTV.
•Configuração - Em um passo a passo tudo se ajusta muito rápido.
•Qualidade de imagem - Conforme descrição, o aparelho entrega a qualidade de imagem de acordo com o desempenho máximo da sua Tv. Não tem como ele entregar 4k se sua tv é 2k.
•Recomendação - Recomento utilizar o aparelho com internet a fibra ótica, o aparelho é rápido e a experiência fica muito mais incrível.",2021-12-08,5,Positivo
"Excelente qualidade. Bem fácil de instalar. Discreto. Controle com resposta bem rápida. Interface com o usuário muito bonita. Comprei o adaptador ethernet e tá fazendo uma bela diferença. Imagem fica perfeita, sem travar. Deu muito trabalho pra instalar o Globoplay, mas consegui depois de garimpar tutoriais no YouTube. Alexa integrada é um diferencial muito bom. Recomendo bastante a compra.",2021-05-19,5,Positivo
"Olha desde o lançamento nacional do Fire Stick que eu estou de olho pois há anos tive esses desbloqueadores de canais e depois migrei para esses serviços de IPTV. Hoje em dia boa parte do que assisto em frente há uma tv/monitor é Youtube e os serviços de Streaming e essa interação junto com a Alexa é simplesmente fantástica!
Pensei mesmo por anos se valeria a aquisição pois tenho esses TV Box da vida, já guardei todos e penso realmente em comprar outro Fire Stick para a TV do quarto.
Por ultimo quero ressaltar a qualidade do produto e a proposta da experiência em receber um Fire Stick TV, abrir e realizar a instalação são experiências impares na vida, super recomendo!",2021-10-03,5,Positivo
"Em primeiro lugar, gosto muito dos produtos da Amazon, como Kindle, tenho uma opinão forte sobre a qualidade deles. Em segundo, isso me torna parcial para fazer esta avaliação? Obviamente, não.
Antes de ter o Fire TV Stick, havia comprado o Roku Express, após muita duvida e indecisão sobre qual seria melhor, o que fui ter certeza só após ter os dois em mãos e fazer uma comparação.
Começando pelos pontos positivos, o visual é elegante, moderno, o proprio tamanho do Fire Stick é minimalista, não fosse pelo carregador. A instalação é até rapida, a funcionalidade de comandos por voz é realmente útil, já que digitar é uma tortura sem um teclado. Possui tambem um
Os pontos negativos foram o que me fizeram realmente me decepcionar e dar 4 estrelas, dois em específico: a falta de aplicativos como o HBO Max, o que mais utilizo atualmente, não está nem pré instalado, nem disponível na App Store, o que te leva a ter que manualmente baixar o apk via sites obscuros de terceiros.
Em segundo lugar uma das funções que sinto falta na minha Smart Tv, que me levou a comprar o Roku\Fire Tv Stick, é poder espelhar a tela do celular (uso um iPhone), o que se tornou inconveniente por precisar de (novamente) aplicativos de terceiros.
Uma ótima primeira impressão que não durou ao teste do dia a dia para meus desejos...
TL;DR: prefiro o Roku Express.",2021-11-28,4,Positivo
"O grande destaque dessa versão vai para seu controle, que inclui comandos de TV. Tenho uma TV SAMSUNG já meio antiga, mas durante a configuração já detectou automaticamente e não tive que fazer nada. Poder ligar e desligar ambos aparelhos com apenas um controle foi o ponto alto. De resto, se já possui a versão Lite não vejo motivos para a compra da nova, a não ser que faça muita questão do único controle como eu. Aqui abro um parênteses para a qualidade de vídeo e áudio, se tiver equipamentos compatíveis verá uma melhora, mas nada de excepcional. Ainda nesta data da postagem, alguns apps de streaming não estão disponíveis ainda para plataforma, existem meios de contornar e até forçar a instalação se fizer muita questão. Durante o tempo que estou usando, não ocorreu nenhum travamento ou perda de performance.
Acredito ser uma excelente opção para quem não quer investir numa smart tv ou que possuí uma smart antiga.
A Alexa é outro diferencial, se você já possui uma eco dot, pode juntar as dois e fazer um home teather ou simplesmente usar ela para comandos de voz e nem mesmo precisar do controle.
De modo geral recomendo fortemente, mas minha sugestão que se atente as versões. Qual versão você realmente precisa?",2021-12-05,5,Positivo
"Comprei este aparelho para tornar ""smart"" uma TV antiga e porque gostaria de usar mais a minha assinatura Prime, da Amazon. Ele cumpre bem sua função (apesar da loja de aplicativos meio caótica), com uma excessão: quando o assunto é conectividade, o Fire TV perde imensamente do aparelho da Google.
Fora os aplicativos que possuem essa funçao nativamente (Youtube, Spotify, etc.), é impossível espelhar apps de alguns smartphones android, além de ser extremamente difícil espelhar computadores e notebooks. Quando consegui espelhar a tela de um notebook, a imagem ficou granulada, apesar do conteúdo original estar em Full HD. Além disso, a tela apresentava ""chiados"" rápidos, possivelmente devido a problemas de conecção, mesmo o notebook estando a menos de 3 metros do Fire Stick.
Não me arrependo completamente da compra, mas gostaria de ter comprado um Chromecast.",2021-05-21,3,Positivo
"Me surpreendeu positivamente. Além do catálogo enorme de aplicativos, ainda tem suporte a navegador de internet. O controle remoto ainda permite que o volume da própria TV seja modificado e que ela seja desligada, sem precisar usar dois controles ao mesmo tempo. Esse uso do controle remoto funciona até mesmo quando se usa um adaptador HDMI->RCA (isto é, aquela entrada com pontas amarela, branca e vermelha), então é útil até mesmo em TVs antigas, de tubo, se você comprar um desses adaptadores.",2022-01-09,5,Positivo
