"controle_review_curto","controle_review_longo","controle_nota","controle_nota_url","controle_selection1"
"Bom, mas dificil de instalar","É bom, mas muito dificil de instalar. Até achei que estava com problema, pois simplesmente não saía o som. Eu já tinha até feito o pedido de devolução, quando o atendente da Amazon me sugeriu que poderia ser apenas configuração. Entrei em contato pelo chat, e passei quase 2 horas em contato com eles tentando resolver os diversos problemas: som, controle que não funcionava todas as teclas, etc. No fim, estava tudo funcionando. Depois, desconectei da televisão e conectei no projetor, os problemas voltaram. Dessa vez fiz uma ligação para Amazon, eles acessaram remotamente o meu dispositivo (o que prova que eles podem ver e acessar todos os nossos dados), e o próprio atendente ajustou as configurações para saída de som. Mas o controle continua sem funcionar os botões de volume - viajei e não tive tempo ainda de ligar novamente para Amazon para configurar tudo de novo. E porque o controle de volume não funciona, a alexa manda o comando de aumentar e diminuir o volume, mas nada acontece.
Eu tinha outro dispositivo do mesmo estilo, mas de outra marca (xiaomi) que foi muito mais fácil de configurar - apenas pluguei no projetor e tudo já estava funcionando.","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3L2IIZJMRO4FK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 7 de janeiro de 2022"
"Vale cada centavo!","Pensei 1, 2, mil vezes antes de comprar. Comprei e estou satisfeitíssima. Na verdade comprei mais um, agora tenho dois deles. Tenho algumas TVs que não são smart e comprei por causa delas, porém ando usando também numa smart que eu tenho porque é mais simples e agradável a interface do Fire Stick e a conexão com minha internet é melhor nele. A imagem é ótima, o som é ótimo. Ele conecta com a Alexa, dá pra ligar e desligar a TV. Não testei outras funcionalidades ainda. Vem com pilhas. O meu é Full HD, pois minhas TVs não são 4K. Da pra baixar vários apps.
Compre sem medo, vale a pena.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R1G6TLXC4MWH7A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 22 de novembro de 2021"
"Estou amando!","A instalação é ridiculamente fácil! O FireTV Stick faz tudo sozinho, inclusive já se conecta à rede Wi-Fi automaticamente (humilhando o Chromecast, nesse quesito). Eu comprei especialmente para poder projetar na TV as lives do YouTube e do Facebook, mas ganhei muito mais do que isso! Tem vários aplicativos de streaming, como Netflix, Disney+, Star+, TED e muito mais! Seria legal se o dispositivo estivesse integrado com a Alexa da minha EchoShow, por exemplo, de modo que fosse possível controlar a TV acionando a Alexa da Echo, porém não parece ser possível. É necessário apertar um botão da Alexa no controle remoto do FireTV Stick para dar os comandos, e não funcionam todos os comandos. Por exemplo, não é possível acionar o timer para ela parar de tocar músicas do Spotify. Precisa melhorar nisso. Falta também uma integração direta com outros aplicativos, como Globoplay, Combate, etc. Até dá para projetar na TV esse tipo de aplicativo, mas usando App de terceiros, o que dá mais trabalho. Mas, a despeito desses detalhes, eu super recomendo o equipamento!","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R24KKKQTKAICD2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 5 de outubro de 2021"
"Excelente solução","O equipamento é muito fácil de instalar, você configura seguido passos simples na inicialização. Adquiri pois possuo uma TV excelente, mas que não recebe mais atualizações e não possui suporte para Amazon Prime Video, Paramount +, DIRECTVGO... e mostrou-se a solução perfeita. Muito rápido, estável e com imagem excelente. As funcionalidades da Alexa estão presentes, com comandos de voz via controle, o que facilita tudo. O controle assume o comando do volume e de liga/desliga da TV, então nem preciso mais usar o controle original. A interface é prática e você pode instalar alguns Apps via APK, caso não encontre na loja oficial (HBO Max, Globo Play).","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RDJQ4L1D36R8W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 4 de agosto de 2021"
"Me surpreendi!!","Primeiro ponto positivo é em relação a entrega, ele lançou no dia 5 e dia 7 de manhã já estava na minha casa, rapido demais!!! Em relação ao produto, super facil de instalar, ele se conectou a minha Alexa e logo em seguida com a minha conta, simples assim!! apenas algumas configurações a ajustar. Outro ponto é em relação a compatibilidade com a tv, pois não preciso mais utilizar o controle original dela. É como falei, caso tenha a Alexa, voce pode dar comandos de voz, como entrar no aplicativo ou ligar e desligar a TV, perfeito!!!","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2M34PPMJIGGCW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 8 de maio de 2021"
"Péssima experiência","Aparelho muito bonito, tem bastante funções que nos cativa e mantém o interesse, porém não funciona as funções indicadas como diferencial no NOVO FIRE TV STICK. O botão de aumentar e abaixar não funcionam, o ligar/desligar a tv também não, Alexa nem sempre atende o comando de voz ficando muito complexa/conturbada a comunicação com a ferramenta. Vi algumas boas avaliações na versão LITE e esperava ter uma experiência tão boa quanto ou até mais satisfatória com relação as funções que essa versão promete, mas infelizmente está sendo uma experiência péssima!","3,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2PHJNIRNP8WVO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 13 de maio de 2021"
"Ótimo produto!","O produto chegou antes do prazo, veio muito bem embalado, a embalagem não veio amassada, tudo perfeito.
O firetv é de fácil configuração o único ponto negativo é que ele não controla minha tv (Philco), os botões de volume e de ligar/desligar não funcionan na tv, até aparece a marca da tv, mas não é compatível, mas consegui contornar este problema conectando a tv na alexanpelo bluetooth e é só abaixar o volume da Alexa quando necessário, quanto desligar ela desliga normalmente por comando de voz, só o controle que realmente não é compatível.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RTLCWPEWLVLCS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 21 de maio de 2021"
"Economizei 3,500 reais","Como eu disse, economizei 3,500 reais, pois estava quando comorando uma smartTV atual, iria desembolsar >3,500 reais.
Minha TV é uma LG séries 42LA... 3D, a resolução é 1080p 60Hz, tenho a 9 anos e a imagem é excepcional, enfin pesquisei muito sobre o Fire e comprei na promoção. Não me arrempo nem um pouco, muito pelo contrário, estou muito satidfeito.
A instalação é muito fácil, basta pluga-lo em uma porta HDMI e o seu cabo de força é USB, podendo ser ligado com uma fonte que aconpanha o produto, ou no meu caso, a porta USB da TV foi o suficiente.
A interação com a Alexa é imprecionante. Como o FireStick comsegue controlar a TV pelo HDMI, no meio de um programa de televisão vc pode interagir com a alexa dizendo o que vc quer assistir ou continuar assistindo... Ele simplismente pula pro HDMI que esta instalado, iniciando o video desejado. O som, Dolby é excepcional, funcionou perfeitamente com o meu Home Teacher, e a minha TV, agora não tenho necessidade de comprar nenhuma TV do mercado, tenho todos os conteúdos em um só aparelho, pequeno e compacto.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3LWS3GCG3RPF2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 23 de novembro de 2021"
"Ainda muito limitado","Comprei esse dispositivo achando que seria uma forma de dar autonomia para o meu pai (que perdeu a visão recentemente) , para que ele pudesse acessar sozinho os canais que ele gosta, mas, infelizmente o Globoplay não está disponível (e os métodos ""alternativos"" para instalá-lo não resolvem o problema, pois a Alexa não localiza o aplicativo por comando de voz, é como se ele não tivesse sido instalado) e o comando de voz foi o diferencial para eu buscar esse aparelho.
Também enfrento problemas com os canais religiosos no YouTube (Rede Vida e TV Aparecida), que mesmo eu montando rotinas para abri-los, essas rotinas funcionam só qd querem, sem falar que frequentemente o Youtube pede para confirmar o usuário e a rotina fica perdida nessa página irritante.
Tendo tentando de todas as formas encontrar maneiras de contornar essas limitações, mas não estou tendo sucesso. Provavelmente, vou devolver o aparelho.
Triste.","3,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3TOQ1A2I9WFF9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 3 de junho de 2021"
"Disney plus não funciona","Não consigo fazer o app da Disney plus funcionar, nem nesse modelo novo nem no antigo.","3,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R29YSUDROGITOQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 6 de maio de 2021"
"Vale cada tostão","O produto atendeu todas as expectativas e um pouco mais. Instalação abolutamente tranquila e rápida. É excelente, controle remoto de fácil uso. Teclas boas, muito fácil para digitar qualquer busca (diferente do controle da TV). Além disso, disponibiliza o aplicativo downloader e o que não tem já instalado ou pré-instalado, com esta opção fica muito fácil achar apps que a gente costuma usar no celular. Já baixei o globoplay e outros. Minha Smart TV perdeu o wifi. Comprei um Chromecast. Que nada, este fire stick é muito melhor, superior em todos os sentidos. Para quem está em dúvida, não deixe de comprar. Adorei!","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/RVJUIOIO0B081/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 21 de dezembro de 2021"
"Muito bom","Chegou ontem e já utilizei bastante. A interface é intuitiva, porém se você não tiver tanta habilidade pode ter dificuldade pra instalar alguns apps.
A tomada toma bastante espaço também, reserve uma exclusiva pra o firestick.
Caso sua TV não tenha HDMI lateral, o adaptador que vem no kit não será suficiente, você irá precisar de um joelho HDMI pra não danificar o fire tv stick.","5,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3G12WK72CFZEJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 28 de julho de 2021"
"Bom, pelo preço promocional.","Recebido com susto, pois a caixa veio amassada... Muito provavelmente porquê a embalagem de transporte foi um saco de papel, que não protege muito bem o conteúdo. Fica o alerta pra logística da Amazon. Dito isso, o produto está funcionando perfeitamente. Estou testando no tempo de 30 dias. A única reclamação fica pela falta dos aplicativos globoplay e HBOMax. Quando estes serão inclusos de modo oficial? Outro ponto é o espelhamento de tela, por que smartphones Motorola não tem acesso a essa funcionalidade no Amazon fire stick?","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R36O6QG5F27CVO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 18 de janeiro de 2022"
"Nao conectou-se à TV Philco PH32M","Infelizmente nao consegui parear o controle à TV Philco, outras marcas (como uma AOC mais antiga) tive êxito, mas precisava que se conectasse à Philco (para usar o botao de desligar e volume).
Fora isso, produto excelente. Rápida entrada nos apps e fácil configuração.","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R1GP4MV6E0QF15/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 10 de maio de 2021"
"Minha tv Samsung queimou 7 dias após o uso","Gostei mas não tem globoplay e foi muito difícil configurar o oneclick do Amazon pra poder instalar apps básicos. No mais, estava ótimo, qualidade ótima de som e imagem, navegabilidade rápida... Mas hoje, 7 dias depois de uso, a minha televisão que sempre funcionou perfeitamente queimou, quando liga faz barulho e da uma tela azul escura e não responde mais a nenhum botão do controle. Queria saber se aconteceu com mais alguém e se pode ter relação com o uso do firestick...","2,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R1MEF8TKTRMCG0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 17 de maio de 2021"
"Não tem HBO MAX","Fiz várias pesquisas a respeito do Fire Stick antes de adquirir, certo de que seria um produto atualizado com os principais streamigs existentes. Mas é mentira. Não tem suporte ao HBO MAX. Isso mesmo. Para ter acesso ao HBO MAX precisa de fazer uma gambiarra tecnológica que vai expirar e vc vai ter que fazer novamente. E eu comprei o Fire Stick só pra isso, porque minha smart TV é antiga e não suporta DISNEY+ e HBO MAX. Mas o Fire Stick não tem aplicativo para o HBO MAX. Decepcionante.","1,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R3J6ZXWNEVH7V2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 22 de novembro de 2021"
"Bom produto, fácil até para uma criança de 3 anos","Comprei o Fire TV Stick para colocar numa antiga TV de Plasma de 50"" que já tem quase 10 anos mas a imagem ainda é muito boa. A instalação demorou um pouco mais do que eu esperava. Já tive que atualizar, baixar um monte de aplicativos e logar em todos eles. Mas depois de tudo configurado, funcionou muito bem. Meus filhos, um de 5 e um de 3 anos, estão usando tanto só com o controle como também os comandos de voz da Alexa. Usam para abrir vídeos no Youtube, Netflix, ouvir música, e pra ver a temperatura, umas mil vezes por dia. E ela entende bem o que eles falam, por incrível que pareça. Eles já gostavam de falar com a Alexa pela nossa Echo Dot, agora gostam ainda mais pela TV, com o controle Pisca Pisca, como eles apelidaram. Então, já viram que a interface é fácil o bastante para uma criança de 3 anos usar. Só a instalação e configuração é que é mais chata, mas é necessário.
Ah, e a integração com a Echo Dot está funcionando bem. Eu posso dar comandos na Echo Dot que ela executa na TV, por exemplo.
Meu único porém é que, de vez em quando, os comandos de volume da TV não funcionam, e por isso sou obrigado a pegar o outro controle remoto. Fora isso, está funcionando muito bem!","4,0 de 5 estrelas","https://www.amazon.com.br/gp/customer-reviews/R2OOMCXQP4QXZM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08C1K6LB2","Avaliado no Brasil em 8 de dezembro de 2021"
